threads: 4
batch=50, 11689.108112, 4123.832334
batch=200, 8290.414854, 3976.917365
batch=800, 6106.750032, 3988.951326
batch=3200, 4887.546548, 4077.187045
batch=12800, 4808.585796, 4063.683374
threads: 8
batch=50, 11783.650557, 2251.171562
batch=200, 8485.318262, 2082.878007
batch=800, 6353.728221, 2026.599122
batch=3200, 5102.172298, 2147.935564
batch=12800, 4848.582348, 2155.869273
